,business_id,postal_code,categories,name,neighborhood,review_count,state,address,city,stars
903,IXUwuNjy707wJNW2U4sRVg,85205,"[u'Italian', u'Restaurants']",Alessia's Ristorante Italiano,,269,AZ,5251 E Brown Rd,Mesa,4.5
904,IXXERocY1bqGwRllcy8J2w,53703,"[u'Restaurants', u'Breakfast & Brunch', u'Food', u'Bakeries']",Sophia's Bakery & Cafe,Tenney - Lapham,191,WI,"831 E Johnson St, Ste 4",Madison,4.0
905,IY09uHwNvznCUDoFZ_su3A,85251,"[u'Restaurants', u'Breweries', u'American (Traditional)', u'Gastropubs', u'Food']",Two Brothers Tap House and Brewery,,185,AZ,4321 N Scottsdale Rd,Scottsdale,3.5
906,IZNhxNgoIQL4tt0Ync8g4Q,89012,"[u'Arts & Entertainment', u'Bars', u'Nightlife', u'Arcades']",HI-Scores Bar-Arcade,,234,NV,65 S Stephanie St,Henderson,3.5
907,I_a74zmgR-X03LsKISWPcg,85014,"[u'Food', u'Bubble Tea', u'Ice Cream & Frozen Yogurt', u'Chinese', u'Shaved Ice', u'Coffee & Tea', u'Restaurants', u'American (Traditional)', u'Desserts']",Snoh Ice Shavery,,607,AZ,"914 E Camelback Rd, Unit 4B",Phoenix,4.5
908,Iam7tYWhssw_rscSBkeRIQ,15226,"[u'Pizza', u'Italian', u'Restaurants']",Fiori's Pizzaria,Beechview,254,PA,103 Capital Ave,Pittsburgh,4.5
909,IfdwBSEuDK3fKvVHVX9k0A,44017,"[u'Greek', u'Mexican', u'Vegetarian', u'Restaurants', u'American (New)']",Tree Huggers Cafe,,211,OH,"1330 W Bagley Rd, Unit 1",Berea,3.5
910,Ih0f0UyhFufm3C7kR72DSQ,44113,"[u'Nightlife', u'American (New)', u'Bars', u'Italian', u'Restaurants']",Dante,Tremont,271,OH,2247 Professor Ave,Tremont,4.0
911,IhBiHpjqJP01qX1dCxG9-A,85018,"[u'Food', u'Coffee & Tea']",A T Oasis Coffee & Tea Shop,,167,AZ,4613 E Thomas Rd,Phoenix,5.0
912,IhNASEZ3XnBHmuuVnWdIwA,89139,"[u'Cafes', u'Tea Rooms', u'Food', u'Bubble Tea', u'Restaurants', u'Desserts']",Brew Tea Bar,Southwest,1165,NV,"7380 S Rainbow Blvd, Ste 101",Las Vegas,5.0
913,IiwgHkUbBt9Ha25H4dUtkw,85006,"[u'Delis', u'Restaurants', u'Bakeries', u'Food', u'Grocery', u'Mexican']",Los Altos Ranch Market,,178,AZ,1602 E Roosevelt Rd,Phoenix,4.5
914,IkLAUX7lZIWqE9_YC66SRw,85260,"[u'Nightlife', u'Food', u'Pizza', u'Bars', u'Wine Bars', u'Italian', u'Restaurants', u'Beer', u'Wine & Spirits']",il Capo Pizzeria,,214,AZ,"7366 E Shea Blvd, Ste 102",Scottsdale,4.0
915,Ip5IQLwjFzmr_X03pNH7pg,28105,"[u'Indian', u'Restaurants']",Tamarind Fine Cuisine Of India,,188,NC,"10416 E Independence Blvd, Ste 630",Matthews,4.5
916,Iq7NqQD-sESu3vr9iEGuTA,85258,"[u'Sandwiches', u'American (Traditional)', u'Restaurants', u'Breakfast & Brunch', u'Cafes']",Butters Pancakes & Café,,972,AZ,"8390 E Via De Ventura, Ste F-108",Scottsdale,4.5
917,IsADZMYEJKXTtPfN9YsiBA,53703,"[u'Afghan', u'Mediterranean', u'Middle Eastern', u'Restaurants', u'Greek']",Kabul Restaurant,Capitol,170,WI,540 State St,Madison,3.5
918,IsN0qEzgAXBjbT3qn6lokA,85250,"[u'Pizza', u'Italian', u'Restaurants']",Humble Pie,,257,AZ,6149 N Scottsdale Rd,Scottsdale,3.5
919,IsoLzudHC50oJLiEWpwV-w,85018,"[u'Breakfast & Brunch', u'Restaurants', u'American (Traditional)']",Chelsea's Kitchen,,1193,AZ,5040 N 40th St,Phoenix,4.0
920,Iu2ZINWwyrt9gXliykBEKQ,M5V 1H2,"[u'Mexican', u'Restaurants']",Milagro,Entertainment District,153,ON,5 Mercer Street,Toronto,3.0
921,IyVdd_IqwUtzQDTxw2W9qw,85305,"[u'Steakhouses', u'Restaurants', u'Nightlife', u'Bars']",Saddle Ranch Chop House,,477,AZ,9375 W Coyotes Blvd,Glendale,2.5
922,IyrDnrvUKpndj5zIv1KvGQ,89101,"[u'Food', u'Seafood', u'Restaurants', u'Desserts', u'American (Traditional)', u'Mexican']",Doña Maria Tamales Restaurant,Downtown,231,NV,910 Las Vegas Blvd S,Las Vegas,3.5
923,IzEHkReZTds6ipOaCq2G6g,44114,"[u'Venues & Event Spaces', u'Musicians', u'Performing Arts', u'Music Venues', u'Nightlife', u'Event Planning & Services', u'Bars', u'American (New)', u'American (Traditional)', u'Arts & Entertainment', u'Restaurants']",House of Blues - Music Venue,Gateway District,164,OH,308 Euclid Ave,Cleveland,3.0
924,J-SZZniOp7nNsCNbj5rIUQ,M5S 1Y2,"[u'Japanese', u'Sushi Bars', u'Restaurants']",New Generation Sushi,,202,ON,493 Bloor St W,Toronto,3.5
925,J07TDs6qnTIaxm48EL1cKQ,85012,"[u'Restaurants', u'Caribbean', u'Seafood', u'Hawaiian']",Hula's Modern Tiki,,999,AZ,4700 N Central Ave,Phoenix,4.0
926,J1RDyyPxhioqm8c_fi4P4Q,44115,"[u'Nightlife', u'Bars', u'Wine Bars', u'American (New)', u'Restaurants']",Lola,Gateway District,893,OH,2058 E 4th St,Cleveland,4.0
927,J1qzIVBt3lGpiz-8UdjhXg,85226,"[u'Italian', u'Restaurants']",The Old Spaghetti Factory,,229,AZ,"3155 W Chandler Blvd, Ste 9",Chandler,3.0
928,J3_FTjy9LAtTtoW_cLwPxg,28209,"[u'Asian Fusion', u'Vietnamese', u'Restaurants', u'Sushi Bars', u'Korean']",CO,,249,NC,4201-D Park Rd,Charlotte,4.0
929,J3iWlSa27BmyvX2XwJt3Yw,85015,"[u'Sandwiches', u'Barbeque', u'Food', u'Desserts', u'Pizza', u'Restaurants']",My Mother's Restaurant,,173,AZ,4130 N 19th Ave,Phoenix,4.0
930,J4CATH00YZrq8Bne2S4_cw,89109,"[u'Restaurants', u'Steakhouses', u'Bars', u'Nightlife', u'Lounges']",CUT by Wolfgang Puck,The Strip,1255,NV,3325 S Las Vegas Blvd,Las Vegas,4.0
931,J4jxIxv_vgmWHCajos_B8w,44113,"[u'Restaurants', u'Mediterranean', u'Middle Eastern']",Taza A Lebanese Grill,Warehouse District,193,OH,1400 W 6th St,Cleveland,4.5
932,J5ebC7fKqrSF8KuS8d6hgw,85014,"[u'Food', u'American (Traditional)', u'Restaurants', u'Gluten-Free', u'Desserts', u'Mexican', u'Bars', u'Nightlife', u'Burgers']",Sierra Bonita Grill,,343,AZ,6933 N 7th St,Phoenix,4.0
933,J6qWt6XIUmIGFHX5rQJA-w,H2J 1X2,"[u'Canadian (New)', u'American (New)', u'Burgers', u'Restaurants', u'Breakfast & Brunch']",L'Avenue,Plateau-Mont-Royal,781,QC,922 Avenue du Mont-Royal E,Montréal,4.5
934,J8GuDrqeLH1xMpSpeEixYA,85234,"[u'Breakfast & Brunch', u'Restaurants']",Biscuits,,239,AZ,1235 N Gilbert Rd,Gilbert,4.0
935,J9BmILDpV1Pr3GKU9XhjTQ,M5V 1Z4,"[u'Restaurants', u'Indian', u'Food', u'Food Delivery Services', u'Caterers', u'Buffets', u'Vegetarian', u'Event Planning & Services']",Little India Restaurant,Queen Street West,325,ON,255 Queen Street W,Toronto,3.5
936,J9f-9Prw2YVM-fiZqv2fmQ,15213,"[u'Hot Dogs', u'Restaurants', u'Pizza', u'Burgers']",Original Hot Dog Shop,Oakland,210,PA,3901 Forbes Ave,Pittsburgh,3.5
937,JCmyrBoNl2qfZ-f8I5RA3A,85302,"[u'Chinese', u'Korean', u'Restaurants']",Cafe' Ga Hyang,,238,AZ,4362 W Olive Ave,Glendale,4.0
938,JCqB36SVDjTDsXp-4gBn9Q,M5E 1C3,"[u'Bakeries', u'Restaurants', u'Food', u'Sandwiches']",Carousel Bakery,St. Lawrence,159,ON,"St. Lawrence Market, 93 Front Street E",Toronto,3.5
939,JDZ6_yycNQFTpUZzLIKHUg,89109,"[u'Lounges', u'Mexican', u'Restaurants', u'Bars', u'Nightlife']",El Dorado Cantina,,1694,NV,3025 Sammy Davis Jr Dr,Las Vegas,4.0
940,JDjOobEd_Tm6Z06YRmWkbg,85013,"[u'Bars', u'Nightlife', u'Dance Clubs', u'Gay Bars']",Charlie's,,158,AZ,727 W Camelback Rd,Phoenix,3.0
941,JEQaPs7jNT1M2os9lJDlUA,85006,"[u'Sandwiches', u'Tacos', u'Mexican', u'American (New)', u'Restaurants']",Coronado Cafe,,166,AZ,2201 N 7th St,Phoenix,4.0
942,JEoi9ITPZM58EnZBAubijA,53719,"[u'Restaurants', u'Food', u'American (Traditional)', u'Nightlife', u'Bars', u'Breweries']",Vintage Brewing,,256,WI,674 S Whitney Way,Madison,3.5
943,JIETwXSEGIHMNyxZVEnNKQ,85251,"[u'Food', u'American (New)', u'Breakfast & Brunch', u'Restaurants', u'Cafes', u'Juice Bars & Smoothies']",Original ChopShop,,705,AZ,7158 E 5th Ave,Scottsdale,4.0
944,JKAYcu_1UPHTyquCZCKPaw,44011,"[u'Restaurants', u'Steakhouses', u'American (Traditional)']",Strip,,173,OH,36840 Detroit Rd,Avon,4.0
945,JK_DiDwbl7HX5OhCAh3h4g,M6G 1B3,"[u'Nightlife', u'Caterers', u'Italian', u'Restaurants', u'Bars', u'Event Planning & Services', u'Breakfast & Brunch', u'Pizza']",Cafe Diplomatico Restaurant & Pizzeria,Little Italy,154,ON,594 College St,Toronto,3.0
946,JKsYM4eFoRtftDHbEf2j9g,85392,"[u'Creperies', u'Food', u'Coffee & Tea', u'Restaurants']",Colados Coffee & Crepes,,271,AZ,10685 W Indian School,Avondale,4.5
947,JN1hr0mtzva6eMU9qeAWsQ,85202,"[u'Desserts', u'Bubble Tea', u'Coffee & Tea', u'Juice Bars & Smoothies', u'Food']",The Street Boba Café,,253,AZ,"1116 S Dobson Rd, Ste 109",Mesa,4.5
948,JOoblYsQjFT-47tkt6om0A,M4Y 1R4,"[u'Restaurants', u'Bars', u'Nightlife', u'Italian', u'Breakfast & Brunch']",7 West Cafe,Downtown Core,310,ON,7 Charles Street W,Toronto,3.5
949,JPW2qpwVg7vS3EvWkGS4rg,15106,"[u'Restaurants', u'Coffee & Tea', u'Breakfast & Brunch', u'Food', u'Burgers']",Bakn,Carnegie,268,PA,335 E Main St,Carnegie,4.0
950,JPWg9acsCv_om9UFYGMJbA,89117,"[u'Nightlife', u'Breakfast & Brunch', u'Restaurants', u'Wine Bars', u'Bars', u'Seafood', u'Steakhouses']",Fleming's Prime Steakhouse & Wine Bar,Westside,348,NV,8721 W Charleston Blvd,Las Vegas,4.0
951,JQ4E1Im1dHMpDa1s4vJMoQ,28227,"[u'Vegetarian', u'Indian', u'Restaurants']",Woodlands,Eastland,188,NC,7128 Albemarle Rd,Charlotte,3.5
952,JRh14J_be0jl7Wbt412vDA,89101,"[u'Cocktail Bars', u'Restaurants', u'Nightlife', u'Bars', u'Steakhouses']",Oscar's Steakhouse,Downtown,403,NV,"Plaza Hotel & Casino, 1 Main St",Las Vegas,4.0
953,JRo3APL5f4-TEkuI-SoDcA,85044,"[u'Sports Bars', u'American (Traditional)', u'Burgers', u'Nightlife', u'Bars', u'Chicken Wings', u'Restaurants', u'Food']",Zipps Sports Grill,,158,AZ,4710 E Warner Rd,Phoenix,2.5
954,JUY-6k02E-Zf5QZXhnKabA,85226,"[u'Bakeries', u'Halal', u'Turkish', u'Mediterranean', u'Food', u'Restaurants']",TurkDish Mediterranean Cuisine,,162,AZ,"4929 W Ray Rd, Ste 1",Chandler,4.5
955,JYgoAQHdJWKPArQDvBEBng,28027,"[u'Restaurants', u'Seafood', u'Indian']",Aroma Indian Cuisine,,184,NC,"8455 Pit Stop Ct NW, Ste 150",Concord,4.5
956,Jd2NUZeVeyWi1tTNKXMt1Q,85224,"[u'Mexican', u'Restaurants']",Sí Señor Restaurant,,398,AZ,600 N Alma School Rd,Chandler,4.0
957,JfHXzulF6yIKgA22YYPedw,85020,"[u'Caterers', u'Venues & Event Spaces', u'Mexican', u'Restaurants', u'Nightlife', u'Event Planning & Services']",Aunt Chiladas Squaw Peak,,488,AZ,7330 N Dreamy Draw Dr,Phoenix,3.5
958,JgKpVoemZ-Khkfgif5V7qQ,H3G 1T1,"[u'Belgian', u'Food', u'Arts & Entertainment', u'Sports Bars', u'American (Traditional)', u'Restaurants', u'Venues & Event Spaces', u'Beer', u'Wine & Spirits', u'Bars', u'Breakfast & Brunch', u'Canadian (New)', u'Event Planning & Services', u'Nightlife', u'Modern European', u'German', u'Music Venues']",The Bier Markt,Ville-Marie,165,QC,"1221, Boul Réné-Levesque Ouest",Montréal,3.5
959,JhRxDdmZSGDG_u7cGxaYrw,89135,"[u'Restaurants', u'American (Traditional)', u'Nightlife', u'Bars', u'Cocktail Bars', u'Pizza']",California Pizza Kitchen,South Summerlin,188,NV,10945 Oval Park Dr,Las Vegas,3.5
960,Jhz-8IqPf_2YUWsbGFyDNA,85209,"[u'Gluten-Free', u'Coffee & Tea', u'Bakeries', u'Beer', u'Wine & Spirits', u'Cafes', u'Vegan', u'Pizza', u'Food', u'Restaurants']",The Cutting Board Bakery & Cafe,,299,AZ,"2235 S Power Rd, Ste 116",Mesa,4.0
961,Jj8ubiwwuCR-rrhrrjcryw,85015,"[u'Restaurants', u'Vietnamese']",DaVang's,,550,AZ,4538 N 19th Ave,Phoenix,4.0
962,JjjlhlQ2LEaQMuAug4fDIA,89102,"[u'Taiwanese', u'Chinese', u'Noodles', u'Delis', u'Asian Fusion', u'Restaurants']",Yi Mei Champion Taiwan Deli,Chinatown,251,NV,"4300 Spring Mountain Rd, Ste 116",Las Vegas,3.5
963,JkQSLe_rBftbTJdZuQFlSw,44115,"[u'Restaurants', u'Italian']",Chinato,Gateway District,272,OH,2079 E 4th St,Cleveland,4.0
964,JkzqS4JDOpoHrj534rzvAA,85007,"[u'Breakfast & Brunch', u'Restaurants', u'Mexican', u'Chinese', u'American (Traditional)']",International House of Food,,176,AZ,1402 W Van Buren St,Phoenix,4.5
965,Jl2MIN70I2DGw8KhVp6g7Q,H2W 2L5,"[u'Japanese', u'Ramen', u'Restaurants']",Yokato Yokabai,Plateau-Mont-Royal,255,QC,4185 Rue Drolet,Montréal,4.0
966,Jo3Cpvf8fpfcAIFG3TagbQ,M4K 1P1,"[u'Greek', u'Mediterranean', u'Restaurants']",Pantheon Restaurant,Greektown,247,ON,407 Danforth Avenue,Toronto,4.0
967,JogUSDKa1xyG3lLEmD4Xjg,28263,"[u'Italian', u'Restaurants']",Fiamma,,229,NC,2418 Park Rd,Charlotte,4.0
968,Jpyh7MfaNysY3geXjhzqJQ,85383,"[u'Pizza', u'Italian', u'Restaurants']",CHAR Pizzeria Napoletana,,185,AZ,"25101 N Lake Pleasant Pkwy, Ste 1325",Peoria,4.0
969,JrEMvvNR1rUVkAMvPPZYkg,85032,"[u'Food', u'Desserts', u'Sandwiches', u'Barbeque', u'Restaurants']",Danky's Bar-B-Q,,307,AZ,"4727 E Bell Rd, Ste 31",Phoenix,4.5
970,JsCKeWHA8n_5mFQ3F6t4UA,89109,"[u'Desserts', u'Mexican', u'Food', u'Cocktail Bars', u'Bars', u'Restaurants', u'Nightlife']",Gonzalez Y Gonzalez Restaurant,The Strip,467,NV,3790 Las Vegas Blvd S,Las Vegas,3.5
971,Jsfag1tWh3I408hDTcA7EQ,85013,"[u'Ice Cream & Frozen Yogurt', u'Desserts', u'Food']",Mary Coyle Ol Fashion Ice Cream,,152,AZ,5521 N 7th Ave,Phoenix,4.0
972,Jur1iiejUFw_YCkfDfy1gQ,89146,"[u'Chinese', u'Restaurants', u'Dim Sum']",Orchids Garden Chinese Restaurant,Westside,766,NV,5485 W Sahara Ave,Las Vegas,3.5
973,Jw3iaQalS9-1aeXkKh_plA,85383,"[u'Sushi Bars', u'Restaurants']",Squid Ink,,258,AZ,"9947 W Happy Valley Pkwy, Ste 109",Peoria,3.5
974,JwyH48vqADWY6HieOMDxgQ,85281,"[u'Greek', u'American (Traditional)', u'Mediterranean', u'Restaurants']",My Big Fat Greek Restaurant,,267,AZ,525 S Mill Ave,Tempe,3.5
975,Jy6ru0Hz-9Yc5v006-YmUQ,89113,"[u'Food', u'Specialty Food', u'Organic Stores', u'Vegan', u'Restaurants', u'Gluten-Free', u'Juice Bars & Smoothies']",Fruits and Roots,Spring Valley,235,NV,"7885 W Sunset Rd, Ste 180",Las Vegas,4.5
976,K-SsrPH0nFExdpLrTo1X1w,15275,"[u'Restaurants', u'Burgers']",Burgatory,,434,PA,300 Mcholme Dr,Pittsburgh,4.0
977,K-uQkfSUTwu5LIwPB4b_vg,85251,"[u'Restaurants', u'Bars', u'Nightlife', u'Mexican', u'Latin American']",The Mission Old Town,,1659,AZ,3815 N Brown Ave,Scottsdale,4.0
978,K2_zfa7cKbg5klHJYqoWnw,89123,"[u'Chicken Wings', u'Seafood', u'Restaurants', u'American (Traditional)', u'Cajun/Creole', u'Food']",Hot N Juicy Crawfish,Southeast,410,NV,9560 S Eastern Ave,Las Vegas,4.0
979,K64Uw3a2Enh2MznpwRHWKQ,85253,"[u'American (New)', u'Restaurants', u'French']",Razz's Restaurant & Catering,,161,AZ,10315 N Scottsdale Rd,Scottsdale,4.5
980,K6fYrrTorlpXmqutRcrHzg,44113,"[u'American (New)', u'Restaurants', u'Beer Bar', u'Gastropubs', u'Bars', u'Nightlife', u'Pubs']",Tremont Taphouse,Tremont,385,OH,2572 Scranton Rd,Cleveland,4.0
981,K75oPh837az2upKWPS2LUQ,53703,"[u'Russian', u'Food', u'Restaurants', u'Asian Fusion']",Paul's Pel'meni,Capitol,350,WI,414 W Gilman St,Madison,4.5
982,K7fip0nDFFdCC7OCnNOotQ,89109,"[u'Nightlife', u'Bars', u'Lounges', u'Wine Bars', u'Italian', u'Restaurants']",Hyde Bellagio,The Strip,509,NV,3600 S Las Vegas Blvd,Las Vegas,3.5
983,K7lWdNUhCbcnEvI0NhGewg,89109,"[u'Buffets', u'Breakfast & Brunch', u'Restaurants']",Wicked Spoon,The Strip,5950,NV,3708 Las Vegas Blvd S,Las Vegas,3.5
984,K8M3OeFCcAnxuxtTc0BQrQ,15203,"[u'Desserts', u'Food', u'Ice Cream & Frozen Yogurt']",The Milk Shake Factory,South Side,209,PA,1705 E Carson St,Pittsburgh,4.0
985,KBP7x08WfD__BUoE4kY0lg,85013,"[u'Mexican', u'Restaurants']",America's Taco Shop,,171,AZ,4447 N 7th Ave,Phoenix,3.5
986,KDdu9HDswaJYExaGDuzRjQ,89149,"[u'Vegan', u'Burgers', u'Restaurants', u'Fast Food']",Vegeway,Centennial,169,NV,6410 N Durango Dr,Las Vegas,3.5
987,KFAJsmQ6GnHxyfmv16s9VA,85044,"[u'Steakhouses', u'Restaurants']",Rustler's Rooste,,780,AZ,8383 S 48th St,Phoenix,3.0
988,KHcqvfwkGv6k6KtLDcpogQ,H2T 1A5,"[u'Canadian (New)', u'Nightlife', u'Breakfast & Brunch', u'Lounges', u'Bars', u'Cocktail Bars', u'Restaurants']",Sparrow / Le Moineau,Plateau-Mont-Royal,153,QC,5322 Boulevard Saint-Laurent,Montréal,4.0
989,KMxOoHyRKP74PgosuRkkdg,85020,"[u'Specialty Food', u'Food', u'Restaurants', u'Ethnic Food', u'Mexican']",Paquime- Street Food of Mexico,,308,AZ,17 E Dunlap Ave,Phoenix,4.5
990,KNTjauGqmib3sG1HWJyKEQ,89104,"[u'Restaurants', u'Korean']",E-Jo Korean Restaurant,Downtown,224,NV,"700 E Sahara Ave, Ste D",Las Vegas,4.0
991,KOQw4e1rwCY5e0RnmB5rgQ,85251,"[u'American (New)', u'Karaoke', u'Nightlife', u'Bars', u'Restaurants']",The Grapevine Restaurant & Karaoke Bar,,230,AZ,4013 N Brown Ave,Scottsdale,3.0
992,KQfNXddjM-sinrmWrFiSyQ,85253,"[u'Soup', u'Modern European', u'Restaurants', u'Venues & Event Spaces', u'Salad', u'Event Planning & Services', u'Bars', u'Nightlife']",Sonata's Restaurant,,244,AZ,"10050 N Scottsdale Rd, Ste 127",Scottsdale,4.0
993,KRaxPApQv43oX6Dcv3jKQA,89109,"[u'Restaurants', u'American (Traditional)']",Beach Café,The Strip,207,NV,3801 S Las Vegas Blvd,Las Vegas,3.0
994,KTPRYqiFdLowAUEAnN7e3g,15238,"[u'Restaurants', u'Burgers', u'Nightlife', u'Cocktail Bars', u'American (New)', u'Bars', u'Fast Food']",Burgatory,,432,PA,932 Freeport Rd,Pittsburgh,4.0
995,KTjfQxsQDKWP0dWXBCyXuA,89030,"[u'Restaurants', u'Barbeque', u'Food']",Famous Dave's Bar-B-Que,,173,NV,2630 E Craig Rd,Las Vegas,3.5
996,KU7eFCdA47v6zeKF3a7j6A,28277,"[u'Southern', u'Restaurants']",New South Kitchen & Bar,Arboretum,153,NC,"8140 Providence Rd, Ste 300",Charlotte,4.0
997,KUOa1acSFn6DkO9jp-sn6A,89139,"[u'Restaurants', u'Barbeque']",Famous Dave's Bar-B-Que,Southwest,278,NV,4390 Blue Diamond Rd,Las Vegas,3.5
998,KVpvE6pOPM9KMvak4HFsNg,M6J 2Z8,"[u'Restaurants', u'Pizza', u'Italian']",Pizzeria Libretto,Ossington Strip,500,ON,221 Ossington Ave,Toronto,4.0
999,KVqWA98XZwGhJ3YbFNi0vw,89084,"[u'Bakeries', u'Sandwiches', u'Ice Cream & Frozen Yogurt', u'Restaurants', u'Poutineries', u'Cafes', u'Breakfast & Brunch', u'Coffee & Tea', u'Food', u'Donuts']",Salted Malted Bakery & Creamery,,350,NV,"6584 N Decatur Blvd, Ste 120",North Las Vegas,4.5
1000,KVsv8wRGnLX8QWoNZKNMQA,89109,"[u'Sushi Bars', u'Japanese', u'Restaurants']",Shibuya,The Strip,706,NV,"MGM Grand Hotel and Casino, 3799 Las Vegas Boulevard South",Las Vegas,4.0
1001,KXITXbKuE60WSUDs7NZVLQ,89109,"[u'American (New)', u'Cajun/Creole', u'Diners', u'Restaurants']",Table 10,The Strip,700,NV,3327 Las Vegas Blvd S,Las Vegas,3.5
1002,KalAJyO0Zpg3K1wVwYXBHA,89128,"[u'Bars', u'Nightlife', u'Restaurants', u'French', u'Wine Bars']",Marché Bacchus,Summerlin,616,NV,"2620 Regatta Dr, Ste 106",Las Vegas,3.5
1003,KbLI0QELlAwbfDUVwo43DQ,28277,"[u'Restaurants', u'American (New)', u'Salad', u'Cajun/Creole']",Cajun Yard Dog,Arboretum,240,NC,"8036 Providence Rd, Ste 900",Charlotte,4.0
1004,KdKzTRoSKEUIlxfKTbWUaw,89052,"[u'Breakfast & Brunch', u'Desserts', u'Waffles', u'Creperies', u'Restaurants', u'Patisserie/Cake Shop', u'Food', u'Ice Cream & Frozen Yogurt']",Crepe Shack & Waffles,Anthem,403,NV,"10345 S Eastern Ave, Ste 100",Henderson,4.5
1005,KhWl4Mwhm_Oqq0zIIz-0wQ,89103,"[u'Buffets', u'Seafood', u'Restaurants']",Carnival World & Seafood Buffet,,508,NV,3700 W Flamingo Rd,Las Vegas,2.5
1006,KkmPDIWzvwbBpyqOHT6pcQ,89109,"[u'Italian', u'Restaurants']",Rao's,The Strip,792,NV,3570 Las Vegas Blvd S,Las Vegas,3.5
1007,KkmSbkWOWC3DtY-Sxa9PmQ,85345,"[u'Chinese', u'Restaurants']",Big Heng,,167,AZ,"7530 W Peoria Ave, Ste A",Peoria,4.0
1008,Kn23LDd740SBVJ7mum0fwg,89109,"[u'Restaurants', u'American (New)', u'Lounges', u'Bars', u'Nightlife']",V Bar,The Strip,159,NV,"Venetian Resort Hotel Casino, 3355 Las Vegas Blvd S",Las Vegas,3.5
1009,Knnc473zh8m7IBC0oLTHkg,89109,"[u'Chinese', u'Asian Fusion', u'Gluten-Free', u'Restaurants']",P.F. Chang's,The Strip,520,NV,3667 S Las Vegas Blvd,Las Vegas,3.5
1010,Ks0M3J4vZAKsHPuCINz5fQ,89128,"[u'Food', u'Bakeries', u'Cupcakes', u'Custom Cakes']",The Cupcakery Summerlin,,279,NV,"7175 W Lake Mead Blvd, Ste 118",Las Vegas,3.5
1011,KtByU3UDMR19himevLdzqg,85007,"[u'Food', u'Vegan', u'Desserts', u'Bakeries', u'Restaurants', u'Specialty Food']",Treehouse Bakery,,161,AZ,1348 W Roosevelt St,Phoenix,4.5
1012,Ktia9NJfvxVxTLVcEnw9zQ,85022,"[u'Caterers', u'Mexican', u'Restaurants', u'Event Planning & Services']",Carolina's Mexican Food North,,426,AZ,2126 E Cactus Rd,Phoenix,4.0
1013,Kud1rbrXsyI_iLHfwZcGHQ,M5T 2G2,"[u'Ramen', u'Japanese', u'Restaurants']",Ajisen Ramen,Chinatown,172,ON,332 Spadina Avenue,Toronto,3.5
1014,KwMe8zC9UoMXqxKcPYm5xw,85226,"[u'Steakhouses', u'Seafood', u'Restaurants', u'American (Traditional)']",Shula's Steak House,,180,AZ,"5040 West Wild Horse Pass Blvd, Wild Horse Pass Hotel & Casino",Chandler,3.5
1015,KyUFj09bfowyddCuOTP4mg,85301,"[u'Restaurants', u'Vietnamese']",Little Saigon,,369,AZ,7016 N 57th Ave,Glendale,4.5
1016,Kykw3ho8wHtLV6gr9qbWTg,85032,"[u'Food', u'Pizza', u'Gluten-Free', u'Restaurants', u'Italian']",Picazzo's Healthy Italian Kitchen,,219,AZ,4669 E Cactus Rd,Phoenix,4.0
1017,L1-1P3acJc4gEFvWwjXcNQ,89118,"[u'Restaurants', u'Greek']",Meraki Greek Grill,Spring Valley,327,NV,"4950 S Rainbow Blvd, Ste 160",Las Vegas,5.0
1018,L192hPeosT4Z1qRO8jQbfQ,85251,"[u'Asian Fusion', u'Seafood', u'Bars', u'Vegetarian', u'Wine Bars', u'American (New)', u'Nightlife', u'Beer Bar', u'Steakhouses', u'American (Traditional)', u'Restaurants', u'Cocktail Bars']",Yard House,,431,AZ,7014 East Camelback Rd,Scottsdale,3.5
1019,L23qeWacyCZFjF9DL6o04w,85233,"[u'Chicken Wings', u'Italian', u'Restaurants', u'Pizza']",Venezias New York Style Pizzeria,,260,AZ,"744 W Ray Rd, Ste 101",Gilbert,4.0
1020,L2c-qKZWumCmOCR-dqBLrg,61820,"[u'Lounges', u'Bars', u'Restaurants', u'American (Traditional)', u'Pubs', u'Nightlife', u'Burgers']",Seven Saints,,288,IL,32 E Chester St,Champaign,4.0
1021,L2iT7pipc455Tgpbo35_mw,85281,"[u'Restaurants', u'Bars', u'Cocktail Bars', u'American (Traditional)', u'Lounges', u'Mexican', u'Sports Bars', u'Nightlife', u'American (New)', u'Vegan', u'Tapas Bars']",CASA Sunbá,,220,AZ,15 E 6th St,Tempe,3.0
1022,L2p0vO3fsS2LC6hhQo3CzA,85004,"[u'Restaurants', u'Breakfast & Brunch']",Matt's Big Breakfast,,1520,AZ,825 N 1st St,Phoenix,4.0
1023,L3R7y3_tUKQlM9kor4-Ccw,M6A 2T9,"[u'Italian', u'Desserts', u'Restaurants', u'Pizza', u'Food']",Jamie's Italian,,303,ON,"3401 Dufferin Street, Unit 20",Toronto,3.0
1024,L4r6klm7FG4QBbNe8gu5-A,15217,"[u'Food', u'Coffee & Tea']",The Commonplace Coffeehouse,Squirrel Hill,159,PA,5827 Forbes Ave,Pittsburgh,4.5
1025,L772e6l2Yd0DJEyCBxBNng,53703,"[u'Nightlife', u'Restaurants', u'American (Traditional)', u'Sports Bars', u'Bars']",State Street Brats,Capitol,182,WI,603 State St,Madison,3.0
1026,L7txS44bvz862djgTOim9w,44113,"[u'Restaurants', u'Asian Fusion']",Bac Asian American Bistro & Bar,Tremont,321,OH,2661 W 14th St,Cleveland,4.0
