,Unnamed: 0,attributes.Ambience.divey,attributes.RestaurantsDelivery,attributes.DogsAllowed,postal_code,hours.Thursday,attributes.HairSpecializesIn.coloring,attributes.BestNights.sunday,attributes.BYOB,attributes.AgesAllowed,hours.Friday,latitude,attributes.Alcohol,attributes.Ambience.classy,attributes.RestaurantsTableService,business_id,attributes.Ambience.touristy,attributes.RestaurantsCounterService,attributes.Corkage,attributes.RestaurantsGoodForGroups,categories,name,attributes.BusinessAcceptsBitcoin,attributes.HappyHour,attributes.WheelchairAccessible,attributes.Ambience.hipster,attributes.BusinessAcceptsCreditCards,is_open,attributes.Music.video,attributes.Music.live,attributes.Music.background_music,neighborhood,attributes.BusinessParking.lot,attributes.Music.karaoke,review_count,attributes.ByAppointmentOnly,attributes.NoiseLevel,attributes.HairSpecializesIn.perms,state,attributes.DriveThru,attributes.HasTV,attributes.GoodForMeal.dinner,attributes.BusinessParking.street,address,attributes.RestaurantsAttire,hours.Sunday,attributes.BestNights.tuesday,attributes.DietaryRestrictions.vegetarian,attributes.AcceptsInsurance,attributes.BestNights.wednesday,hours.Wednesday,attributes.HairSpecializesIn.kids,attributes.Open24Hours,attributes.Ambience.trendy,attributes.CoatCheck,hours.Monday,attributes.HairSpecializesIn.straightperms,city,attributes.HairSpecializesIn.curly,attributes.Music.no_music,hours.Tuesday,attributes.HairSpecializesIn.africanamerican,stars,attributes.RestaurantsPriceRange2,attributes.Ambience.intimate,attributes.GoodForMeal.latenight,attributes.GoodForMeal.dessert,attributes.BusinessParking.validated,attributes.GoodForMeal.lunch,attributes.GoodForKids,attributes.DietaryRestrictions.soy-free,attributes.GoodForMeal.brunch,attributes.BusinessParking.valet,longitude,attributes.DietaryRestrictions.gluten-free,attributes.BYOBCorkage,attributes.BusinessParking.garage,attributes.BestNights.friday,hours.Saturday,attributes.Music.dj,attributes.HairSpecializesIn.extensions,attributes.BestNights.saturday,attributes.Ambience.casual,attributes.BestNights.thursday,attributes.BestNights.monday,attributes.HairSpecializesIn.asian,attributes.DietaryRestrictions.kosher,attributes.WiFi,attributes.Smoking,attributes.DietaryRestrictions.halal,attributes.GoodForDancing,attributes.GoodForMeal.breakfast,attributes.Caters,attributes.RestaurantsReservations,attributes.DietaryRestrictions.dairy-free,attributes.DietaryRestrictions.vegan,attributes.Ambience.romantic,attributes.Music.jukebox,attributes.Ambience.upscale,attributes.RestaurantsTakeOut,attributes.BikeParking,attributes.OutdoorSeating
936,13279,False,False,False,85381,11:00-22:00,,,,,11:00-23:00,33.596701,full_bar,False,True,ZKsVCA89iXMccf3fEhS3iw,False,,,True,"[u'Restaurants', u'American (Traditional)', u'Seafood', u'Cajun/Creole']",Angry Crab Peoria,False,,True,False,True,1,,,,,True,,424,,average,,AZ,,True,True,False,7608 W Cactus Rd,casual,11:00-22:00,,,,,11:00-22:00,,,False,,11:00-22:00,,Peoria,,,11:00-22:00,,4.5,2.0,False,False,False,False,True,True,,False,False,-112.2228886,,,False,,11:00-23:00,,,,True,,,,,no,,,,False,False,False,,,False,,False,True,True,False
937,13280,False,True,,89113,11:00-22:00,,,,,11:00-22:00,36.0533813,beer_and_wine,False,True,_8yxceldCT7oe0wJC-yDPA,False,,,True,"[u'Thai', u'Restaurants']",Benjarong Authentic Thai Cuisine,,,True,False,True,0,,,,Southwest,True,,174,,quiet,,NV,,False,True,False,"7425 S Durango Dr, Ste 101",casual,11:00-22:00,,,,,11:00-22:00,,,False,,11:00-22:00,,Las Vegas,,,11:00-22:00,,3.5,2.0,False,False,False,False,True,True,,False,False,-115.2795528,,,False,,11:00-22:00,,,,True,,,,,no,,,,False,True,False,,,False,,False,True,False,False
938,13284,,False,,M5S 2K2,17:00-23:00,,,,,17:00-23:00,43.6560120109,full_bar,False,True,SW6ZQk22G1_CV81_gfnvNQ,False,,,True,"[u'Mexican', u'Restaurants']",La Carnita,,,True,True,True,1,,,,Little Italy,False,,445,,loud,,ON,,False,True,True,501 College Street,casual,17:00-22:00,,,,,17:00-23:00,,,False,,17:00-22:00,,Toronto,,,17:00-23:00,,4.0,2.0,False,False,False,False,False,False,,False,False,-79.4096839428,,,False,,17:00-23:00,,,,False,,,,,no,,,,False,False,False,,,False,,False,False,True,True
939,13287,False,False,,85012,10:30-20:00,,,,,10:30-20:00,33.5089964,none,False,False,W537pidoTVQmn9x1GPpxgA,False,,,True,"[u'Restaurants', u'Mexican']",Two Hippies Beach House,False,,True,True,True,1,,,,,True,,393,,average,,AZ,,False,False,False,501 E Camelback Rd,casual,,,,,,10:30-20:00,,,False,,10:30-20:00,,Phoenix,,,10:30-20:00,,4.0,1.0,False,False,False,False,True,True,,False,False,-112.06700390000002,,,False,,10:30-20:00,,,,True,,,,,no,,,,False,False,False,,,False,,False,True,True,True
940,13332,False,False,,89109,17:00-22:00,,False,,,17:00-22:30,36.102250700000006,full_bar,True,True,dCUuzw3R2rPqKyN2Zl9zRw,False,,True,True,"[u'Nightlife', u'Wine Bars', u'Bars', u'Italian', u'Restaurants']",Fiamma Italian Kitchen,,True,True,False,True,1,False,False,True,The Strip,False,False,775,,average,,NV,,False,True,False,3799 Las Vegas Blvd S,dressy,17:00-22:00,False,,,False,17:00-22:00,,,False,False,17:00-22:00,,Las Vegas,,False,17:00-22:00,,4.0,3.0,False,False,False,False,False,False,,False,True,-115.1699679,,yes_corkage,True,True,17:00-22:30,False,,True,False,True,False,,,no,no,,False,False,False,True,,,False,False,False,True,False,False
941,13345,,False,False,L4K 5C3,11:30-0:00,,,,,11:30-2:00,43.7887914815,full_bar,False,True,i7WdEjPrZkzo7whKd-PufQ,False,,,True,"[u'Sports Bars', u'Event Planning & Services', u'Restaurants', u'Bars', u'American (Traditional)', u'Party & Event Planning', u'Nightlife']",Dave & Buster's,,,True,False,True,1,,,,Edgeley,True,,170,,loud,,ON,,True,True,False,120 Interchange Way,casual,11:30-0:00,,,,,11:30-0:00,,,False,,11:30-0:00,,Vaughan,,,11:30-0:00,,2.5,2.0,False,True,False,False,False,True,,False,False,-79.5352965183,,,False,,11:30-2:00,,,,True,,,,,free,,,,False,False,True,,,False,,False,True,True,False
942,13346,,True,,M5V 1Z8,11:30-23:00,,,,,11:30-23:00,43.650053,full_bar,False,True,QTSCFDPcuROE8UCvGS8Fiw,False,,,True,"[u'Restaurants', u'Korean', u'Japanese']",Ho Su Bistro,,,True,False,True,0,,,,Queen Street West,False,,161,,average,,ON,,False,True,True,254 Queen St W,casual,11:30-22:00,,,,,11:30-23:00,,,False,,11:30-23:00,,Toronto,,,11:30-23:00,,3.0,2.0,False,False,False,False,True,True,,False,False,-79.39144559999998,,,False,,11:30-23:00,,,,True,,,,,no,,,,False,True,True,,,False,,False,True,True,True
943,13347,False,False,,53703,11:00-21:30,,,,,11:00-21:30,43.0855448,beer_and_wine,False,True,p4qvXkb34X8hgidxEZ33Gw,False,,,True,"[u'Vietnamese', u'Thai', u'Restaurants']",Ha Long Bay Vietnamese & Thai Bistro,,,True,False,True,1,,,,Williamson - Marquette,False,,580,,average,,WI,,False,True,True,1353 Williamson St,casual,11:30-21:00,,,,,11:00-21:30,,,False,,11:00-21:30,,Madison,,,11:00-21:30,,4.0,2.0,False,False,False,False,True,True,,False,False,-89.3607155,,,False,,11:00-21:30,,,,True,,,,,no,,,,False,False,True,,,False,,False,True,True,False
944,13356,False,True,False,53717,17:00-22:00,,,False,,17:00-22:00,43.0753164,full_bar,False,True,FlPAGqTovHc4mEIKJ7Q8Nw,False,,,True,"[u'Restaurants', u'Indian', u'Pakistani']",Swagat Indian Restaurant,,,True,False,True,1,,,,Wexford,True,,163,,average,,WI,,False,True,False,707 N Highpoint Rd,casual,17:00-22:00,,,,,17:00-22:00,,,False,,17:00-22:00,,Madison,,,17:00-22:00,,4.0,2.0,False,False,False,False,True,True,,False,False,-89.51743979999998,,no,False,,17:00-22:00,,,,True,,,,,free,,,,False,True,True,,,False,,False,True,True,True
945,13365,False,False,,85007,11:00-22:00,,False,False,,11:00-23:00,33.4797891,full_bar,False,False,_c3ixq9jYKxhLUB0czi0ug,False,,False,True,"[u'Nightlife', u'Sports Bars', u'Burgers', u'Dive Bars', u'Restaurants', u'Bars']",Original Hamburger Works,,True,True,False,True,1,False,False,False,,True,False,255,,average,,AZ,False,True,True,False,2801 N 15th Ave,casual,11:00-21:00,True,,,False,11:00-22:00,,,False,False,11:00-22:00,,Phoenix,,False,11:00-22:00,,4.0,1.0,False,False,False,False,True,True,,False,False,-112.0909944,,yes_free,False,True,11:00-22:00,False,,True,True,False,False,,,no,outdoor,,False,False,False,False,,,False,True,False,True,True,True
946,13385,,False,False,M5T 1T1,11:30-21:45,,,,,11:00-22:45,43.6564585,beer_and_wine,False,True,crstB-H5rOfbXhV8pX0e6g,False,,,True,"[u'Noodles', u'Japanese', u'Food', u'Ramen', u'Restaurants']",Ramen Isshin,,,True,False,True,1,,,,Kensington Market,False,,356,,average,,ON,,False,True,True,421 College Street,casual,11:30-21:45,,,,,11:30-21:45,,,False,,11:30-21:45,,Toronto,,,11:30-21:45,,4.5,2.0,False,False,False,False,True,True,,False,False,-79.4069812,,,False,,11:30-22:45,,,,True,,,,,no,,,,False,False,False,,,False,,False,True,True,False
947,13395,False,,,44106,17:00-2:00,,False,,,17:00-2:00,41.5083843,full_bar,False,,zjygAC4qLf91b3KOdHQT-w,False,,,True,"[u'Food', u'Bars', u'Beer', u'Wine & Spirits', u'Lounges', u'Nightlife', u'Wine Bars']",La Cave du Vin,,False,False,False,True,1,False,False,True,,False,False,153,,average,,OH,,False,,True,2785 Euclid Heights Blvd,,19:00-2:00,False,,,False,17:00-2:00,,,False,False,17:00-2:00,,Cleveland,,False,17:00-2:00,,4.0,2.0,True,,,False,,,,,False,-81.58050300000002,,,False,True,17:00-2:00,False,,True,False,True,False,,,no,no,,False,,False,False,,,True,False,False,False,True,False
948,13397,False,False,,89014,0:00-0:00,,False,False,,0:00-0:00,36.0648526,full_bar,False,True,nUpKKVwG2WctMOXux19vew,False,True,False,True,"[u'American (Traditional)', u'Restaurants', u'Sports Bars', u'Bars', u'Chicken Wings', u'Nightlife']",Buffalo Wild Wings,,True,True,False,True,1,False,False,False,,False,False,224,,loud,,NV,,True,True,False,617 Mall Ring Cir,casual,0:00-0:00,True,,,False,0:00-0:00,,,False,False,0:00-0:00,,Henderson,,False,0:00-0:00,,3.0,2.0,False,True,False,False,True,True,,False,False,-115.0401514,,yes_free,False,False,0:00-0:00,False,,True,True,True,False,,,free,outdoor,,False,False,True,False,,,False,False,False,True,True,True
949,13409,False,False,,85251,16:00-22:00,,True,,,16:00-0:00,33.4970073,full_bar,True,True,82XiVba4oiPXvLKelbW6FQ,False,,,True,"[u'Steakhouses', u'Beer', u'Wine & Spirits', u'Desserts', u'Bars', u'Restaurants', u'Food', u'American (New)', u'Nightlife']",Bourbon & Bones,,True,True,False,True,1,False,False,True,,False,False,185,,average,,AZ,,True,True,False,4200 N Scottsdale Rd,casual,16:00-22:00,False,,,False,16:00-22:00,,,True,False,16:00-22:00,,Scottsdale,,False,16:00-22:00,,4.0,3.0,False,False,False,False,False,False,,False,False,-111.9264107,,,False,True,16:00-0:00,False,,True,False,False,False,,,free,no,,False,False,True,True,,,False,False,True,True,True,False
950,13427,,False,,M1R 2Z2,11:00-22:00,,,,,11:00-22:00,43.744944200000006,beer_and_wine,False,True,uChTCA6MsLAciDRklpO-Fw,False,,,True,"[u'Greek', u'Restaurants', u'Korean']",Makkal Chon,,,True,False,True,1,,,,Scarborough,True,,240,,average,,ON,,False,True,False,1979 Lawrence Avenue E,casual,12:00-22:00,,,,,11:00-22:00,,,False,,11:00-22:00,,Toronto,,,11:00-22:00,,4.0,2.0,False,False,False,False,True,True,,False,False,-79.29663590000001,,,False,,11:00-22:00,,,,True,,,,,no,,,,False,False,True,,,False,,False,True,False,False
951,13465,False,False,,85281,11:00-2:00,,False,,,11:00-2:00,33.428145,full_bar,False,True,HkbNItNrnXlNo59M0YyoMg,False,,,True,"[u'Nightlife', u'Restaurants', u'Bars', u'Mexican']",Loco Patron,,True,,False,True,1,False,False,False,,False,False,186,,average,,AZ,,True,False,True,222 S Mill Ave,casual,11:00-2:00,True,,,False,11:00-2:00,,,False,False,11:00-2:00,,Tempe,,False,11:00-2:00,,3.5,2.0,False,False,False,False,True,False,,False,False,-111.940407,,,False,True,11:00-2:00,False,,True,True,False,False,,,no,outdoor,,False,False,False,True,,,False,False,False,True,True,True
952,13492,False,False,,44113,17:00-22:00,,False,,,17:00-22:00,41.4855634,full_bar,False,True,1gQrMs-I8oKg2p-iRxznzQ,False,,,True,"[u'Nightlife', u'Southern', u'Breakfast & Brunch', u'Restaurants', u'Bars']",Soho Chicken + Whiskey,,True,,False,True,1,False,False,False,Ohio City,False,False,291,,average,,OH,,True,True,True,1889 W 25th St,casual,11:00-14:00,False,,,False,17:00-22:00,,,True,False,,,Cleveland,,False,17:00-22:00,,4.5,2.0,False,False,False,False,False,False,,True,False,-81.70414179999999,,,False,False,17:00-22:00,False,,False,False,False,False,,,free,no,,False,False,False,True,,,False,False,False,True,True,True
953,13509,False,True,,85014,10:30-21:30,,,False,,10:30-22:30,33.5124076744,beer_and_wine,False,True,7eQoxWr9RzyCB9IFvqHUPA,False,True,,True,"[u'Chicken Wings', u'Sandwiches', u'Pizza', u'Italian', u'Restaurants']",Pizza Heaven Bistro,,,True,False,True,1,,,,,True,,374,,average,,AZ,,True,True,False,5150 N 7th St,casual,14:30-21:30,,,,,10:30-21:30,,,False,,10:30-21:30,,Phoenix,,,10:30-21:30,,4.0,2.0,False,False,False,False,True,True,,False,False,-112.065353394,,no,False,,10:30-22:30,,,,True,,,,,free,,,,False,True,True,,,False,,False,True,True,False
954,13512,False,True,,85233,10:30-22:00,,,,,10:30-23:00,33.321668800000005,beer_and_wine,False,False,L23qeWacyCZFjF9DL6o04w,False,,,True,"[u'Chicken Wings', u'Italian', u'Restaurants', u'Pizza']",Venezias New York Style Pizzeria,,,True,False,True,1,,,,,True,,260,,average,,AZ,,True,True,False,"744 W Ray Rd, Ste 101",casual,10:30-22:00,,,,,10:30-22:00,,,False,,10:30-22:00,,Gilbert,,,10:30-22:00,,4.0,1.0,False,False,False,False,True,True,,False,False,-111.80567109999998,,,False,,10:30-23:00,,,,True,,,,,free,,,,False,True,False,,,False,,False,True,True,True
955,13520,,True,False,L6T 5N9,17:00-22:00,,,,,17:00-22:30,43.70166856270001,full_bar,False,True,PYUmLq7FkBbMyfYyHX1waQ,False,,,True,"[u'Buffets', u'Food', u'Indian', u'Restaurants', u'Beer', u'Wine & Spirits']",Tandoori Flame,,,True,False,True,1,,,,,True,,162,,average,,ON,,False,True,False,8150 Dixie Road,casual,17:00-22:00,,,,,17:00-22:00,,,False,,17:00-22:00,,Brampton,,,17:00-22:00,,3.5,2.0,False,False,False,False,True,True,,False,False,-79.7115981546,,,False,,17:00-22:30,,,,True,,,,,free,,,,False,True,True,,,False,,False,True,True,False
956,13543,,False,False,M5T 1M1,11:00-23:00,,,,,11:00-0:00,43.6541053,full_bar,False,True,T7yKffTuhiIZclsgjfgowA,False,,,True,"[u'Pizza', u'Italian', u'Restaurants']",Pizzeria Via Mercanti,,,True,False,True,1,,,,Kensington Market,False,,176,,average,,ON,,True,True,True,188 Augusta Avenue,casual,11:00-22:00,,,,,11:00-22:00,,,False,,11:00-22:00,,Toronto,,,11:00-22:00,,4.0,2.0,False,False,False,False,True,True,,False,False,-79.4019622,,,False,,11:00-0:00,,,,True,,,,,free,,,,False,True,True,,,False,,False,True,True,False
957,13559,,False,,M1V 5M2,11:30-0:00,,,,,11:30-0:00,43.814281,full_bar,False,True,xYeLEIWbG0IBnMGU2mWUBg,False,,,True,"[u'Sushi Bars', u'Korean', u'Restaurants', u'Asian Fusion']",Chako,,,,False,True,1,,,,Milliken,True,,188,,average,,ON,,False,True,False,"2190 McNicoll Avenue, Unit 112-113",casual,11:30-0:00,,,,,11:30-0:00,,,False,,11:30-0:00,,Toronto,,,11:30-0:00,,3.5,2.0,False,True,False,False,True,True,,False,False,-79.294839,,,False,,11:30-0:00,,,,True,,,,,no,,,,False,False,True,,,False,,False,False,True,False
958,13565,False,True,,85044,10:30-2:00,,True,,,10:30-2:00,33.317959,full_bar,False,True,-RYIKWBSTaJ21B2UMyzI-Q,False,,,True,"[u'Pizza', u'Bars', u'Restaurants', u'Nightlife', u'Sandwiches']",Mellow Mushroom,,True,True,False,True,1,False,False,False,,True,False,261,,average,,AZ,,True,True,False,14205 S 50th St,casual,10:30-2:00,False,,,False,10:30-2:00,,,False,False,10:30-2:00,,Phoenix,,False,10:30-2:00,,3.0,2.0,False,False,False,False,True,True,,False,False,-111.975646,,,False,True,10:30-2:00,False,,True,True,False,False,,,free,no,,False,False,True,True,,,False,False,False,True,True,True
959,13570,,False,False,H2W 1Y4,17:30-0:00,,,,,17:30-0:00,45.5164644,full_bar,True,True,MjWwjPErWyFU9nv6NQKYgA,False,,,True,"[u'Steakhouses', u'Restaurants']",Moishe's Steakhouse,,,False,False,True,1,,,,Plateau-Mont-Royal,True,,186,,average,,QC,,False,True,False,3961 Boulevard St-Laurent,dressy,17:00-22:00,,,,,17:30-23:00,,,False,,17:30-22:00,,Montréal,,,17:30-22:00,,4.0,4.0,False,False,False,False,False,False,,False,False,-73.5782478,,,False,,17:00-0:00,,,,False,,,,,free,,,,False,False,True,,,False,,False,True,True,False
960,13600,False,False,True,85018,7:00-0:00,,False,,,7:00-0:00,33.4954355191,full_bar,False,,5A_sjC9ULLt4UkDNtr9dkw,False,,,True,"[u'Food', u'Gastropubs', u'Beer', u'Wine & Spirits', u'Nightlife', u'Beer Bar', u'Restaurants', u'Cocktail Bars', u'Bars', u'Coffee & Tea']",Sip Coffee & Beer Garage,,True,True,True,True,1,False,True,False,,True,False,208,False,average,,AZ,,False,,False,3620 E Indian School Rd,,7:00-22:00,False,,,True,7:00-0:00,,,True,False,7:00-22:00,,Phoenix,,False,7:00-22:00,,4.0,2.0,False,,,False,,True,,,False,-112.00351156200001,,,False,True,7:00-0:00,False,,True,True,False,False,,,free,outdoor,,False,,False,False,,,False,False,False,True,True,True
961,13629,False,False,,85258,11:30-14:00,,,,,17:00-22:00,33.570469,beer_and_wine,False,True,Ly2ShApiomYZwKehwb7eRA,False,,,True,"[u'Restaurants', u'Sushi Bars', u'Japanese']",Hiro Sushi,,,True,False,True,1,,,,,True,,571,,average,,AZ,,False,True,False,"9393 N 90th St, Ste 116",casual,17:00-21:00,,,,,17:00-21:30,,,False,,17:00-21:30,,Scottsdale,,,17:00-21:30,,4.5,2.0,False,False,False,False,False,True,,False,False,-111.8867191,,,False,,17:00-22:00,,,,True,,,,,no,,,,False,False,True,,,False,,False,True,True,False
962,13652,False,False,,85226,16:00-21:00,,,,,17:00-22:00,33.3194145644,full_bar,False,True,6oKZoCI_0ePyzfRqSFMBig,False,,,True,"[u'Restaurants', u'Steakhouses', u'Seafood', u'Hawaiian', u'Asian Fusion', u'Sushi Bars']",Roy's Restaurant,,,True,False,True,1,,,,,True,,334,,average,,AZ,,True,True,False,7151 W Ray Rd,dressy,11:00-22:00,,,,,16:00-21:00,,,False,,11:00-21:00,,Chandler,,,16:00-21:00,,4.0,3.0,False,False,False,False,False,False,,False,False,-111.965975534,,no,False,,16:00-22:00,,,,False,,,,,no,,,,False,True,True,,,True,,False,False,True,True
963,13655,False,False,False,85248,10:00-21:00,,,,,10:00-21:00,33.2464364,none,False,True,U4OLUFb9VxMmpMXm1ZF-cQ,False,,,True,"[u'Restaurants', u'Noodles', u'Chinese', u'Vietnamese']",Pho Chandler,False,,True,False,True,1,,,,,True,,402,,average,,AZ,,True,True,False,"4055 S Arizona Ave, Ste 8",casual,11:00-20:00,,,,,10:00-21:00,,,False,,10:00-21:00,,Chandler,,,,,4.5,1.0,False,False,False,False,True,True,,False,False,-111.8392317,,,False,,10:00-21:00,,,,True,,,,,no,,,,False,True,False,,,False,,False,True,True,False
964,13664,False,False,True,89014,11:00-0:00,,False,,,11:00-1:00,36.0667757,full_bar,False,True,W035pMPJuocijd0BLfHaiw,False,,,True,"[u'Beer Bar', u'Pubs', u'American (Traditional)', u'Nightlife', u'Bars', u'Restaurants']",World Of Beer,,True,True,False,True,1,False,False,False,,True,False,213,,average,,NV,,True,True,False,"1300 W Sunset Rd, Ste 2940",casual,10:00-23:00,False,,,False,11:00-0:00,,,True,False,11:00-0:00,,Henderson,,False,11:00-0:00,,4.0,2.0,False,True,False,False,True,False,,False,False,-115.0429179,,,False,True,11:00-1:00,False,,True,True,True,False,,,free,outdoor,,False,False,True,True,,,False,False,False,True,True,True
965,13672,False,False,True,85007,7:00-16:00,,,,,7:00-16:00,33.4572256,none,False,True,DW5TmdNGhepqrB0JGHnJ_A,False,,,True,"[u'Restaurants', u'Vegan', u'Diners', u'Vegetarian']",Bragg's Factory Diner,False,,True,True,True,0,,,,,True,,213,,average,,AZ,,False,False,True,1301 NW Grand Ave,casual,7:00-16:00,,,,,7:00-16:00,,,False,,7:00-16:00,,Phoenix,,,7:00-16:00,,4.0,1.0,False,False,False,False,True,True,,True,False,-112.0898341,,,False,,7:00-16:00,,,,True,,,,,no,,,,True,True,False,,,False,,False,True,True,True
966,13683,False,False,,85225,11:00-21:00,,,,,11:00-22:00,33.3036969,full_bar,False,True,YXvXE2p6xeg6a11SMIjQ3w,False,,,True,"[u'Food', u'Beer', u'Wine & Spirits', u'Pizza', u'Restaurants', u'Italian']",Crust Chandler-Simply Italian,,,False,False,True,1,,,,,False,,192,,average,,AZ,,True,True,True,10 N San Marcos Pl,casual,11:30-21:00,,,,,11:00-21:00,,,False,,11:00-21:00,,Chandler,,,11:00-21:00,,3.5,2.0,False,False,False,False,True,True,,False,False,-111.8423723,,,False,,11:30-22:00,,,,True,,,,,free,,,,False,True,True,,,False,,False,True,True,True
967,13690,False,True,,89052,10:30-21:00,,,,,10:30-22:00,35.9988269,beer_and_wine,False,False,DZwR0EIPKlmC3mMLhTkqcQ,False,,,True,"[u'Breakfast & Brunch', u'Lebanese', u'Salad', u'Restaurants', u'Greek', u'Middle Eastern', u'Mediterranean']",Stephano's Greek & Mediterranean Grill,,,True,False,True,1,,,,Anthem,True,,437,,average,,NV,,False,True,False,10612 S Eastern Ave,casual,11:00-21:00,,,,,10:30-21:00,,,False,,10:30-21:00,,Henderson,,,10:30-21:00,,4.0,2.0,False,False,False,False,True,True,,False,False,-115.10386,,,False,,10:30-22:00,,,,True,,,,,free,,,,False,True,False,,,False,,False,True,True,True
968,13709,False,False,,85383,11:00-21:00,,,,,11:00-21:00,33.710837100000006,full_bar,False,True,m6rffQy85HUq82DjLq-YJg,False,,,True,"[u'Restaurants', u'Italian', u'Nightlife', u'Wine Bars', u'Breakfast & Brunch', u'Comfort Food', u'Bars']",Twisted Italian,,,True,False,True,1,,,,,True,,223,,average,,AZ,,True,True,False,"9940 W Happy Valley Pkwy, Ste 1080",casual,10:00-20:30,,,,,11:00-21:00,,,False,,11:00-21:00,,Peoria,,,11:00-21:00,,4.0,2.0,False,False,False,False,True,True,,False,False,-112.2731342,,,False,,11:00-21:00,,,,True,,,,,no,,,,False,True,False,,,False,,False,True,True,True
969,13712,,False,,M5H 3R8,11:00-2:00,,False,,,11:00-2:00,43.649982,full_bar,False,True,gy5pr5bFAjOL5rERSdMCLg,False,,,True,"[u'Seafood', u'Steakhouses', u'Bars', u'Nightlife', u'Restaurants']",The Keg Steakhouse + Bar - York Street,,True,True,False,True,1,False,False,False,Financial District,False,False,193,,average,,ON,,True,True,False,165 York Street,casual,16:00-0:00,False,,,False,11:00-1:00,,,False,True,11:00-1:00,,Toronto,,False,11:00-1:00,,4.0,3.0,False,False,False,False,False,False,,False,False,-79.38396949999998,,,False,True,16:00-2:00,False,,True,False,True,False,,,free,no,,False,False,True,True,,,False,False,True,True,False,True
970,13716,,False,,H2Y 2N7,18:00-23:00,,,,,18:00-23:00,45.5026889,full_bar,False,True,D7CnTsm8SCmbQghz1ioPdw,False,,,True,"[u'French', u'Restaurants', u'Canadian (New)']",L'Orignal,,,,False,True,1,,,,Ville-Marie,False,,201,,average,,QC,,False,True,True,479 Rue Saint-Alexis,casual,18:00-23:00,,,,,18:00-23:00,,,False,,18:00-23:00,,Montréal,,,18:00-23:00,,4.0,3.0,False,False,False,False,False,False,,False,False,-73.5581625,,,False,,18:00-23:00,,,,False,,,,,free,,,,False,False,True,,,False,,False,False,True,False
971,13736,False,False,False,85374,11:00-22:00,,,,,11:00-23:00,33.638459999999995,full_bar,False,True,_k-GxjmoJYelsGHA5NIPiQ,False,,,True,"[u'Barbeque', u'American (Traditional)', u'Steakhouses', u'Restaurants']",LongHorn Steakhouse,,,True,False,True,1,,,,,True,,171,,average,,AZ,,True,True,False,14127 W Bell Rd,casual,11:00-22:00,,,,,11:00-22:00,,,False,,11:00-22:00,,Surprise,,,11:00-22:00,,3.5,2.0,False,False,False,False,True,True,,False,False,-112.3640582,,,False,,11:00-23:00,,,,True,,,,,no,,,,False,False,False,,,False,,False,True,False,False
972,13753,False,False,,85004,6:30-21:30,,False,,,6:30-21:30,33.4517463,full_bar,False,True,VEe-_Yc1fbEtUjkACEjLpA,False,,,True,"[u'Bars', u'Restaurants', u'Nightlife', u'American (New)', u'Wine Bars']",District American Kitchen and Wine Bar,,True,True,False,True,1,False,True,False,,False,False,396,,average,,AZ,,True,True,True,320 N 3rd St,casual,6:30-21:30,False,,,False,6:30-21:30,,,True,False,6:30-21:30,,Phoenix,,False,6:30-21:30,,3.5,2.0,False,False,False,True,False,False,,False,True,-112.0702494,,,True,True,6:30-21:30,False,,True,False,True,False,,,free,no,,False,False,False,True,,,False,False,False,True,True,True
973,13771,False,True,False,89123,11:00-22:30,,,,,11:00-22:30,36.02536389999999,none,False,False,YeYtDdGRonHddnviDc1q7g,False,,,True,"[u'Japanese', u'Restaurants', u'Asian Fusion', u'Fast Food']",Teriyaki Boy Healthy Grill,False,,True,False,True,1,,,,Southeast,True,,213,,average,,NV,False,True,True,False,"9055 S Eastern Ave, Ste 1-B",casual,11:00-21:00,,,,,11:00-22:30,,,False,,11:00-22:30,,Las Vegas,,,11:00-22:30,,3.5,1.0,False,False,False,False,True,True,,False,False,-115.1189835,,,False,,11:00-22:30,,,,True,,,,,no,,,,False,True,False,,,False,,False,True,True,True
974,13783,False,False,,15222,11:00-21:00,,,,,11:00-21:00,40.4518574,none,False,True,GjX2WgchvvS-JAWBmzkLyQ,False,,,True,"[u'Restaurants', u'Vietnamese']",Pho Van,,,True,False,True,1,,,,Strip District,False,,162,,quiet,,PA,,False,True,True,2120 Penn Ave,casual,11:00-21:00,,,,,11:00-21:00,,,False,,11:00-21:00,,Pittsburgh,,,11:00-21:00,,3.5,1.0,False,False,False,False,True,True,,False,False,-79.9824426,,,False,,11:00-21:00,,,,True,,,,,no,,,,False,False,False,,,False,,False,True,True,False
975,13787,False,False,False,89109,11:00-23:00,,,,,11:00-23:00,36.12282800000001,full_bar,False,True,3cHL1r5w2oLYH-veijtweA,False,,,True,"[u'Gastropubs', u'Restaurants']",Public House,False,,True,False,True,1,,,,The Strip,False,,614,,average,,NV,,True,True,False,3355 Las Vegas Blvd S,casual,11:00-23:00,,,,,11:00-23:00,,,False,,11:00-23:00,,Las Vegas,,,11:00-23:00,,3.5,2.0,False,False,False,False,False,False,,False,True,-115.169206,,,True,,11:00-23:00,,,,True,,,,,free,,,,False,True,True,,,False,,False,True,False,False
